Attendance_Percentage,Study_Hours_per_Day,Social_Media_Hours_per_Day,Sleep_Hours_per_Night,Previous_Semester_SGPA,Cleared_in_First_Attempt
65,1.6,2.8,6.9,6.55,No
71,5.3,0.0,6.9,7.42,Yes
72,1.6,3.9,6.3,5.37,No
54,2.9,1.0,7.5,5.1,Yes
77,2.4,3.0,5.7,5.94,No
68,3.1,3.8,5.6,4.15,No
81,3.8,2.2,6.5,6.56,Yes
78,0.5,5.4,6.5,4.69,No
88,3.0,3.2,5.9,5.95,No
58,5.0,2.3,6.4,5.23,No
99,2.9,3.4,5.0,5.68,No
53,4.1,6.5,7.1,4.22,No
64,0.1,2.7,3.7,4.91,No
72,1.6,1.2,7.0,6.54,Yes
78,5.5,3.6,6.1,5.77,No
65,1.8,3.8,6.5,5.61,No
68,2.3,4.4,6.2,5.04,No
99,2.6,0.2,5.1,6.25,No
60,2.4,7.0,5.8,4.43,No
54,0.0,2.4,5.8,3.9,No
50,4.1,6.9,5.9,5.04,No
60,3.6,2.1,7.6,5.85,No
20,4.3,1.2,6.8,4.84,No
69,3.4,4.4,5.1,6.11,No
95,2.1,2.4,6.1,6.59,Yes
69,3.6,4.4,7.4,6.38,No
88,2.1,4.7,5.5,7.03,No
64,3.6,1.3,9.1,5.81,No
96,4.7,3.2,7.1,6.36,Yes
76,4.5,4.4,7.2,5.69,Yes
69,,5.4,6.6,6.12,No
55,1.0,2.2,6.9,5.54,No
72,3.5,2.6,5.6,6.37,Yes
96,3.1,3.9,6.3,5.78,Yes
41,2.0,2.2,6.3,4.32,No
68,4.6,2.8,7.8,6.7,No
64,3.3,1.8,8.3,5.64,Yes
49,4.1,2.6,8.4,5.78,No
58,0.0,4.8,6.4,3.76,No
82,0.0,4.9,6.1,3.92,No
61,4.0,2.0,6.7,6.6,No
86,4.0,7.6,5.1,6.03,Yes
65,1.6,4.8,8.4,4.83,No
68,4.7,2.9,8.9,6.8,No
83,4.8,2.5,3.5,6.9,Yes
68,2.9,4.0,5.8,5.12,No
74,4.3,3.4,4.1,6.66,Yes
62,4.1,2.6,5.7,6.05,Yes
65,4.7,2.2,6.6,7.2,No
81,3.3,2.8,4.2,5.58,No
58,3.7,5.1,7.6,5.51,No
53,3.8,5.0,4.6,4.27,No
65,1.9,6.2,9.0,6.2,No
69,1.0,4.9,6.2,3.99,No
55,1.9,4.3,7.7,5.61,Yes
91,4.2,4.6,5.6,5.11,Yes
72,2.2,2.9,,6.92,Yes
57,0.6,4.0,8.5,4.13,No
77,0.0,3.6,5.7,4.84,No
84,3.0,3.2,6.6,6.54,No
53,4.5,2.3,7.1,6.22,No
77,1.9,3.2,5.2,4.22,No
62,2.8,3.3,4.4,5.08,No
77,1.9,2.9,6.3,5.6,No
100,2.4,4.8,6.5,5.57,Yes
58,2.3,3.0,7.6,5.57,No
74,1.5,2.0,8.0,4.82,No
39,4.8,2.1,4.8,6.12,No
99,3.7,3.0,5.5,5.67,Yes
38,1.2,2.1,5.8,4.26,No
72,2.0,3.6,4.4,4.55,No
85,2.5,4.5,7.7,,Yes
68,3.1,2.2,7.9,4.99,No
64,3.3,5.0,8.6,4.92,No
68,2.4,1.5,4.9,4.31,No
65,2.7,3.7,5.5,6.43,Yes
45,3.4,1.3,6.4,6.32,No
33,2.2,5.7,8.2,3.96,No
86,4.9,3.9,5.4,6.15,No
57,4.4,5.0,6.7,5.11,No
69,2.7,4.6,6.3,4.4,No
51,4.8,6.4,5.9,5.83,No
65,3.7,3.3,6.8,5.89,No
82,3.6,4.7,6.1,5.86,No
62,5.2,3.0,6.1,5.83,Yes
89,4.3,2.2,7.1,7.28,Yes
72,4.5,3.8,6.8,6.25,No
70,1.2,5.5,7.3,6.53,No
74,2.9,3.0,6.0,6.17,No
73,1.9,2.5,6.3,4.67,No
78,0.9,2.7,5.4,5.42,No
67,0.5,1.8,6.9,5.2,No
56,4.1,2.9,6.9,5.46,Yes
89,3.3,1.9,6.0,5.72,Yes
84,0.8,3.9,7.4,5.4,No
75,3.0,4.4,5.2,5.91,No
84,2.2,5.9,7.2,5.12,No
51,1.4,4.3,7.9,5.07,No
54,4.1,3.0,6.5,4.31,No
78,2.6,1.9,5.4,4.9,No
50,4.4,3.8,6.2,4.52,No
96,2.2,2.1,6.2,7.02,Yes
59,0.0,5.2,6.1,4.69,No
47,3.1,2.8,5.6,4.44,No
58,3.4,5.6,7.2,3.91,No
56,2.7,3.8,6.2,4.55,No
71,3.4,2.5,7.0,6.68,Yes
74,2.3,4.0,7.6,6.22,No
56,2.7,3.3,6.1,4.52,No
70,3.1,2.8,7.7,6.06,No
57,4.3,5.1,4.4,5.9,No
85,2.7,3.6,6.2,5.05,No
54,1.8,2.8,4.1,5.07,No
92,2.2,5.5,4.1,4.43,No
68,2.8,5.1,3.5,4.67,No
80,1.0,2.1,8.2,6.85,No
52,1.6,2.9,5.5,4.08,No
66,2.9,2.6,5.4,5.19,No
99,5.5,7.8,6.0,6.76,No
62,4.1,3.5,4.6,3.71,No
75,2.8,3.6,7.3,6.92,Yes
63,1.6,2.8,7.1,5.98,No
63,0.8,1.8,6.5,4.36,No
88,4.6,5.4,6.2,5.59,Yes
90,4.2,3.7,5.8,7.06,Yes
41,3.8,5.6,6.6,4.11,No
61,2.7,3.4,6.0,4.69,No
54,1.8,3.0,4.5,4.22,No
74,1.1,1.9,7.2,6.5,No
76,,2.8,6.6,7.08,No
58,0.9,3.5,4.0,5.3,No
61,3.5,4.5,5.3,5.11,No
72,3.0,4.3,5.1,5.89,No
65,2.9,3.9,4.7,5.02,No
84,2.9,3.4,7.0,5.0,No
59,3.1,4.6,7.1,4.07,No
78,4.9,4.3,6.2,5.39,No
66,3.0,5.1,6.5,4.48,No
86,2.8,4.3,8.6,4.4,No
75,3.1,6.8,5.9,6.09,No
49,2.5,2.9,8.6,4.58,No
54,1.2,3.9,5.9,6.08,No
54,3.8,7.5,5.8,5.02,No
66,0.1,3.0,6.5,4.0,No
65,2.5,5.8,7.9,4.86,No
71,2.0,3.2,7.0,4.71,No
91,0.8,3.4,6.0,5.59,No
78,4.7,3.4,6.3,5.5,No
66,2.7,3.3,6.0,5.54,No
60,3.6,5.1,7.9,5.59,No
84,3.8,4.7,5.9,6.76,No
80,3.0,2.2,7.2,6.6,Yes
98,5.4,3.8,7.8,7.16,Yes
82,3.7,5.2,6.8,5.03,Yes
67,3.5,0.8,7.9,5.52,No
84,4.4,3.7,8.0,6.89,Yes
96,3.0,3.9,5.0,5.9,No
62,2.9,4.8,7.6,4.97,No
58,4.3,4.1,8.7,6.37,No
54,2.4,3.9,7.7,4.07,No
68,2.2,3.0,8.7,5.28,No
62,1.4,3.9,6.4,5.43,No
68,1.8,3.9,6.4,4.97,No
66,3.2,6.0,4.5,7.07,No
77,6.0,2.3,6.3,7.46,No
83,1.9,1.9,6.4,6.27,Yes
74,3.2,2.6,8.4,5.28,No
73,3.6,3.0,6.9,5.17,No
72,2.0,3.8,7.6,6.18,No
57,3.9,5.2,4.9,4.53,No
79,1.3,3.8,7.1,4.89,No
73,1.5,2.7,7.0,4.41,No
35,2.7,1.5,6.8,4.83,No
75,1.2,3.5,7.5,6.16,No
68,0.8,5.5,5.9,5.27,No
78,0.3,2.9,7.1,4.68,No
78,2.4,3.6,6.4,5.18,No
89,6.2,5.2,8.2,6.08,Yes
59,4.6,1.1,5.9,5.98,Yes
46,0.3,3.3,7.2,4.7,No
91,1.2,4.3,7.6,5.74,No
85,2.3,3.0,5.2,4.19,No
59,3.2,3.7,6.1,4.87,Yes
63,3.2,4.0,5.8,4.57,Yes
71,2.6,4.1,8.1,5.23,No
70,2.3,5.8,5.0,4.81,No
56,0.6,3.2,5.9,4.57,No
81,1.7,4.0,5.9,5.26,No
72,2.0,3.5,5.0,4.39,No
49,0.0,6.3,7.2,4.45,No
70,1.6,3.8,5.0,4.37,No
79,5.0,4.4,7.0,6.38,No
61,2.5,4.4,,4.13,No
66,3.5,2.6,5.3,5.34,No
72,5.5,4.1,5.1,6.34,No
41,5.2,5.1,8.3,6.07,No
67,1.2,0.0,8.3,6.38,No
74,3.5,2.3,5.6,5.2,No
71,4.3,5.8,5.3,5.74,No
90,1.8,0.4,5.8,5.44,No
80,3.7,5.8,6.9,4.94,No
63,2.9,2.9,5.6,6.06,Yes
68,3.8,3.8,5.6,5.37,No
75,3.3,4.7,7.3,4.49,No
30,4.4,4.3,5.3,4.34,No
46,1.7,3.5,6.9,5.69,No
69,3.4,3.0,6.1,4.47,No
97,5.5,,7.5,7.53,Yes
66,3.8,1.1,9.8,5.56,No
85,4.1,4.7,4.9,5.05,Yes
48,1.4,4.6,5.8,4.27,No
62,0.0,2.3,6.0,4.66,No
58,2.9,3.2,6.0,4.65,No
74,,1.2,6.7,6.96,No
83,2.4,4.6,7.2,6.2,No
66,2.5,3.0,6.0,6.41,No
64,1.7,2.4,,6.15,No
90,2.1,4.8,6.1,5.91,No
100,2.6,3.7,5.0,6.58,Yes
63,4.6,4.5,5.2,6.31,Yes
68,5.1,2.4,7.0,7.42,Yes
73,1.9,1.1,8.7,5.42,Yes
75,1.0,2.4,6.4,5.3,No
73,2.1,3.3,6.0,5.34,No
39,3.0,3.6,5.7,3.79,No
76,3.6,2.4,8.8,6.36,No
99,1.5,2.6,6.4,6.38,No
45,6.8,5.0,4.8,6.58,Yes
45,2.5,3.1,6.9,4.38,No
50,3.1,6.6,6.6,3.83,No
79,3.6,3.0,8.1,6.34,No
43,1.4,3.7,6.2,4.83,Yes
87,4.6,4.5,6.1,6.61,Yes
54,5.6,2.9,5.1,6.68,Yes
82,1.7,0.2,5.6,5.65,No
61,4.2,5.6,5.0,5.05,No
59,2.5,3.3,6.3,5.16,No
77,2.3,3.0,7.4,5.7,Yes
78,2.8,3.3,5.3,5.09,No
58,3.0,4.8,8.5,5.42,No
73,3.5,4.1,8.4,4.88,No
79,4.1,1.8,8.0,6.89,Yes
41,2.6,3.5,5.9,4.97,No
68,2.9,3.5,5.1,5.09,No
68,5.1,2.3,6.5,6.28,Yes
42,1.7,1.7,8.1,5.42,No
69,3.6,2.1,8.5,7.02,Yes
69,1.3,2.7,8.1,5.82,No
82,4.1,2.2,8.8,6.79,Yes
77,2.8,4.6,7.8,4.34,No
91,2.4,5.9,5.6,4.85,No
75,0.8,3.7,8.3,5.51,No
55,3.2,3.1,5.1,5.22,No
63,2.9,1.7,8.1,6.47,Yes
85,3.8,2.6,5.9,6.91,No
82,1.5,4.2,6.9,5.99,No
81,5.1,5.2,5.3,4.95,No
82,2.1,2.1,6.9,6.3,No
74,1.6,5.1,7.6,4.84,Yes
72,4.1,2.2,6.9,5.87,No
67,2.3,4.9,7.3,5.33,Yes
85,5.4,1.9,7.2,7.43,Yes
74,0.8,4.5,6.4,4.33,No
39,2.7,2.5,6.8,4.17,No
75,5.1,6.7,5.1,5.7,No
83,3.1,4.0,7.5,5.38,No
57,1.7,1.8,6.8,4.47,No
61,3.1,3.4,6.1,6.3,No
70,2.9,4.1,5.2,7.34,No
91,4.6,3.1,6.3,7.05,No
65,5.6,3.8,4.7,6.31,Yes
65,2.7,1.7,6.3,5.35,No
77,2.6,3.2,7.8,6.11,Yes
73,2.4,1.2,6.9,6.85,Yes
60,3.4,3.1,5.2,5.99,Yes
70,,6.5,7.0,5.54,No
70,3.5,3.9,6.5,5.09,No
88,1.0,1.8,6.3,6.29,Yes
55,1.4,3.0,5.6,4.04,No
71,4.9,2.8,6.1,5.86,Yes
78,1.1,6.1,6.2,5.42,No
86,2.3,1.9,6.2,6.87,Yes
61,5.8,2.9,6.7,6.07,Yes
97,3.2,1.9,8.7,6.8,Yes
44,3.2,5.4,8.0,5.2,No
47,2.4,0.8,6.7,5.68,No
73,3.6,2.0,7.5,5.42,Yes
45,4.4,3.8,5.8,5.27,No
60,3.6,5.3,5.1,5.42,No
77,2.7,5.0,8.8,6.0,Yes
91,2.5,,6.4,6.5,No
74,3.0,3.9,7.3,6.88,No
75,3.6,3.7,6.4,6.76,No
80,0.0,5.4,7.7,4.44,Yes
46,3.6,5.5,9.3,4.04,No
79,4.3,3.0,5.7,5.91,Yes
70,2.6,3.0,,5.12,No
58,2.0,1.4,6.1,5.08,No
55,1.7,3.9,6.5,5.26,Yes
68,0.0,3.9,5.1,3.77,No
82,3.0,1.7,6.3,6.16,Yes
86,3.4,4.3,5.9,6.77,Yes
68,4.2,2.0,8.0,7.96,No
85,6.8,3.2,5.9,9.08,Yes
53,3.1,5.2,6.5,4.9,No
63,4.6,5.5,7.7,6.27,No
95,0.6,1.9,7.5,6.64,Yes
87,2.3,2.6,8.1,6.31,Yes
57,4.5,,7.7,5.34,No
81,3.2,4.4,7.0,6.11,Yes
61,4.7,4.5,6.4,5.64,No
65,4.6,0.0,6.3,6.43,Yes
69,5.6,1.7,6.6,5.92,Yes
49,4.1,4.3,5.4,5.44,No
74,2.8,5.8,6.0,5.53,No
90,4.3,2.6,7.0,5.43,No
67,1.5,3.5,4.7,4.53,No
61,6.2,1.8,4.4,5.97,Yes
61,2.3,5.9,4.0,4.33,No
37,3.0,1.9,4.9,5.44,No
33,3.5,4.8,6.1,3.9,No
97,4.0,,6.3,6.74,Yes
63,4.9,0.0,5.4,5.06,Yes
56,1.8,4.1,5.4,5.41,No
56,1.2,3.4,5.2,4.79,No
69,1.7,4.4,6.8,5.54,No
66,3.3,3.8,6.1,5.76,Yes
75,4.0,1.9,6.7,5.71,Yes
50,3.9,3.1,6.1,5.64,No
76,3.5,5.2,6.0,6.17,Yes
78,3.5,4.6,6.7,6.68,No
65,4.6,4.3,6.8,5.66,No
82,4.3,6.6,8.0,6.08,Yes
89,0.9,4.3,7.3,4.76,No
65,3.7,4.9,8.4,4.82,No
69,3.9,1.2,5.5,5.82,Yes
74,,5.0,5.2,4.62,Yes
79,4.2,4.1,5.9,5.73,No
81,2.9,4.6,7.3,5.88,Yes
80,4.1,3.8,5.7,5.6,No
80,1.1,4.8,7.9,4.95,No
72,1.4,3.9,5.0,5.99,No
81,4.5,3.8,5.2,6.38,Yes
81,4.2,6.2,6.6,6.19,Yes
68,0.0,4.0,8.8,5.11,No
89,2.7,6.0,7.2,5.08,No
48,0.0,4.4,7.2,3.68,No
72,6.0,5.6,5.4,5.85,Yes
76,2.2,3.7,6.1,5.24,No
69,2.6,2.6,6.9,,No
97,1.9,2.7,4.4,6.18,No
68,2.5,3.1,6.2,5.79,Yes
90,2.1,0.5,8.2,7.24,Yes
62,4.8,2.2,8.0,7.09,No
67,2.7,5.1,9.1,4.88,No
73,2.2,4.9,6.1,5.39,No
68,3.6,4.1,4.8,5.66,No
52,0.1,6.5,6.0,4.24,No
75,2.1,2.5,6.7,4.99,No
71,2.7,4.2,7.5,5.04,No
61,1.3,4.6,6.8,5.22,No
37,3.8,3.2,7.1,5.23,No
46,2.9,2.9,6.0,3.83,No
47,3.9,3.4,6.1,4.88,No
69,3.8,2.8,5.6,6.56,No
86,5.2,6.8,4.9,5.82,No
58,1.5,3.4,6.0,4.11,No
79,4.4,4.3,6.9,5.63,No
54,2.2,2.9,7.2,5.39,No
66,,6.4,7.0,5.53,No
65,3.7,3.6,6.7,4.32,No
70,4.6,1.6,6.0,5.41,No
66,3.1,2.2,8.3,5.32,No
70,4.4,4.9,6.7,5.42,No
82,5.2,3.8,6.3,6.36,No
77,2.5,5.0,7.4,5.02,No
73,2.6,5.1,8.4,5.5,Yes
72,1.8,3.1,7.5,5.46,Yes
58,2.2,3.5,7.5,3.69,No
63,3.4,3.0,6.1,4.44,No
71,2.8,4.2,8.5,6.24,No
72,2.7,1.4,8.2,6.4,No
52,3.5,3.3,6.7,6.59,No
37,2.7,2.9,6.5,5.71,No
69,0.9,3.7,7.4,4.38,No
55,1.7,3.0,6.6,5.5,No
90,3.6,4.2,8.8,5.23,Yes
80,3.4,5.4,8.2,5.26,No
78,1.7,5.6,6.0,5.61,Yes
49,2.0,3.1,6.3,5.81,No
83,2.0,5.1,5.1,5.59,No
60,2.5,0.0,8.5,6.2,Yes
81,4.3,4.4,7.3,6.31,Yes
82,5.4,1.5,4.8,6.9,Yes
46,3.4,5.1,6.0,4.76,No
55,5.3,5.4,4.8,5.57,No
91,2.5,4.6,6.8,6.14,No
47,3.5,3.0,5.9,6.47,No
78,2.7,2.1,6.1,6.41,No
54,4.0,3.6,8.1,5.33,No
87,4.3,3.3,6.9,5.92,Yes
66,2.2,3.6,6.8,5.22,No
68,4.6,3.9,6.1,5.83,No
87,2.2,5.2,6.5,6.29,No
95,1.3,2.5,7.1,6.85,No
68,4.6,1.8,8.4,5.11,No
77,3.5,3.5,6.8,7.24,No
69,3.2,3.4,6.0,,No
96,3.5,3.8,6.8,5.63,Yes
92,2.5,4.0,6.6,6.6,No
71,3.9,3.6,9.9,5.76,No
79,1.1,2.3,6.2,4.57,No
86,5.9,3.9,6.7,6.23,Yes
60,1.7,5.8,7.4,4.23,No
67,1.3,3.5,6.8,4.9,Yes
85,4.0,3.9,7.8,6.79,Yes
50,1.6,5.4,6.7,3.73,No
79,4.4,2.2,6.1,7.66,Yes
78,4.1,3.4,7.1,7.35,Yes
59,1.3,5.2,6.9,5.55,No
86,2.8,4.7,7.4,5.34,No
76,5.3,4.7,6.0,6.56,No
60,2.3,0.1,7.3,6.22,Yes
48,1.9,2.5,8.2,4.9,No
63,2.8,1.4,4.5,5.48,No
56,3.8,5.7,6.6,5.51,No
62,2.3,4.3,5.6,5.58,Yes
63,1.9,3.5,7.6,4.61,No
87,4.0,2.4,6.6,6.41,Yes
50,5.9,3.0,5.8,4.25,No
54,3.0,6.8,5.9,4.3,No
63,2.1,3.6,8.6,4.47,No
100,2.6,,6.3,6.72,No
46,0.7,1.8,6.6,6.08,No
39,2.9,6.3,7.0,6.27,No
89,3.8,3.5,5.4,5.57,No
62,2.1,3.0,7.7,4.51,No
57,0.6,1.5,5.1,6.43,No
75,4.4,2.2,7.4,5.81,Yes
80,0.7,5.3,5.7,5.68,No
82,2.7,1.2,6.5,5.93,No
78,5.3,1.7,7.8,6.92,No
59,3.6,3.0,5.7,5.32,No
79,0.1,4.3,,5.93,No
76,1.2,3.7,5.9,6.35,No
90,1.8,2.8,7.0,6.01,No
92,1.3,2.7,5.2,5.63,No
56,0.9,2.6,5.9,5.45,No
95,1.4,3.4,6.9,5.68,No
63,3.9,2.3,8.9,4.52,No
48,4.3,3.9,6.8,5.27,Yes
94,0.5,5.4,6.3,5.3,No
82,6.2,5.2,6.2,6.42,Yes
40,4.4,1.2,8.9,6.09,Yes
62,5.7,2.0,7.6,6.15,Yes
59,1.3,4.3,5.2,5.67,No
61,1.1,3.8,4.1,3.75,No
97,4.3,3.9,5.1,6.81,No
66,3.7,5.8,6.7,6.09,No
62,3.6,6.9,6.6,5.05,No
85,2.5,4.7,6.8,,Yes
62,2.7,1.3,8.6,5.07,No
100,4.3,3.3,6.7,6.58,No
73,2.0,5.6,6.7,3.33,No
84,0.7,,6.3,5.1,No
99,3.5,3.2,6.9,6.47,No
57,5.1,4.3,7.3,5.34,No
81,0.8,4.6,6.6,5.59,No
61,3.0,4.9,5.1,4.96,No
73,0.0,5.2,5.3,4.35,No
41,4.7,0.0,7.2,5.52,No
62,1.7,4.6,5.5,5.55,No
90,3.0,3.4,6.2,6.65,No
82,3.1,3.8,4.3,4.39,No
65,3.1,2.1,7.6,5.62,No
71,3.8,2.3,5.8,4.26,Yes
81,5.3,3.2,4.0,6.54,No
81,2.5,4.4,7.3,5.18,No
76,2.7,1.4,4.8,6.25,No
85,1.3,3.6,5.1,,No
67,0.3,6.0,7.5,4.45,No
48,2.1,6.8,5.8,4.8,No
55,3.6,3.7,8.7,5.09,No
63,2.6,3.0,4.8,5.78,No
40,5.0,3.0,8.5,5.98,Yes
53,3.0,4.5,5.3,4.61,No
55,5.1,4.5,6.1,5.43,No
50,3.2,3.1,5.3,5.56,No
45,2.2,2.4,7.8,5.62,No
95,1.0,1.8,8.3,6.32,No
83,0.0,3.3,6.0,5.99,No
65,2.0,5.3,6.2,5.0,No
72,4.0,2.4,4.7,6.09,No
63,2.3,2.8,7.9,4.81,Yes
63,1.6,3.3,5.3,4.21,No
83,2.8,2.3,5.0,6.44,No
73,2.9,6.6,6.5,4.67,No
54,2.3,4.3,5.9,4.7,No
87,3.8,4.7,5.6,5.55,Yes
76,,1.8,6.3,5.96,No
83,5.3,3.2,5.7,6.11,Yes
72,2.2,4.6,6.7,5.19,No
71,1.9,4.0,8.0,5.1,No
68,2.5,7.7,3.6,3.19,No
77,4.2,4.6,6.9,5.59,Yes
52,3.8,2.6,8.1,4.85,No
78,2.2,3.6,6.9,6.3,No
46,1.5,4.1,8.0,3.92,No
60,1.0,5.1,7.3,5.75,No
91,1.2,0.0,6.9,6.74,Yes
53,,2.2,4.8,5.31,Yes
61,,4.0,4.7,5.03,No
62,1.8,0.0,5.1,3.69,No
57,4.1,5.3,7.7,6.52,No
66,3.0,3.7,6.2,5.51,No
72,4.5,3.3,6.8,5.37,Yes
91,4.9,1.4,6.9,6.8,Yes
85,4.7,6.0,6.2,4.62,No
78,2.3,1.6,6.4,6.67,No
67,0.0,5.2,7.8,4.67,No
59,0.6,6.9,6.0,5.12,No
78,3.1,6.2,6.8,5.9,No
76,4.6,3.9,5.7,5.12,No
77,1.6,3.2,6.4,6.05,No
64,3.6,4.9,7.9,5.18,No
72,2.4,3.4,6.5,5.56,No
73,5.4,4.0,5.8,5.89,No
61,2.2,1.7,7.8,5.4,No
86,4.2,4.9,8.1,7.4,Yes
46,2.8,2.5,9.5,5.13,No
60,3.4,5.6,6.8,6.44,No
56,2.2,1.6,5.4,4.79,No
64,3.5,2.8,5.7,5.44,Yes
61,0.0,3.2,6.1,5.61,No
61,1.0,2.6,7.2,6.26,No
82,1.5,2.7,5.4,4.71,No
73,3.9,3.7,7.2,5.7,Yes
57,2.5,2.6,5.2,4.39,No
77,0.0,2.4,6.2,4.84,No
76,3.0,3.2,5.4,5.66,No
41,0.7,,5.8,4.56,No
62,4.3,5.4,8.0,4.84,No
79,3.8,2.6,4.7,5.81,Yes
75,0.8,3.9,7.4,4.61,No
78,3.6,4.1,6.7,5.74,No
57,5.4,5.7,6.6,6.14,No
75,1.0,6.6,7.3,5.3,Yes
43,3.1,0.1,6.5,7.05,Yes
66,3.4,0.7,5.3,5.72,No
95,2.1,3.4,9.9,6.69,Yes
83,3.5,1.8,5.4,6.52,No
72,2.2,2.2,8.1,5.66,No
61,0.9,1.3,5.1,4.14,No
88,3.9,3.9,9.4,6.6,No
69,2.2,3.0,5.1,4.3,No
64,1.1,5.2,5.8,3.03,No
90,3.7,3.2,,6.15,No
70,,3.7,5.8,,Yes
75,5.3,5.9,6.9,5.08,Yes
48,3.7,3.9,6.1,4.72,No
62,2.4,3.7,8.1,4.83,No
80,4.0,1.7,6.5,6.4,No
69,1.5,3.7,7.0,4.53,No
68,5.2,2.6,6.5,5.78,No
53,2.1,3.6,,5.11,No
83,0.5,1.3,9.0,5.64,No
64,2.1,3.1,6.9,5.94,No
73,2.2,1.8,6.4,5.69,No
90,4.4,6.0,5.0,6.11,No
95,1.4,5.0,7.4,5.57,No
58,2.3,3.6,6.3,3.63,No
65,3.1,3.6,7.2,6.11,No
78,3.0,3.5,6.5,4.64,No
59,5.4,,7.9,7.04,No
84,3.9,2.7,8.5,5.84,Yes
79,1.8,8.0,6.1,5.17,No
79,4.0,3.2,6.8,6.66,Yes
66,2.5,,5.1,6.22,Yes
71,5.6,3.8,5.8,5.65,No
77,,3.7,5.8,6.21,Yes
72,4.1,2.8,6.3,6.09,Yes
47,4.6,2.1,5.2,4.95,No
90,2.5,1.1,6.2,6.05,Yes
72,2.8,2.6,6.0,5.69,No
70,2.4,4.2,9.3,6.03,No
88,3.9,4.9,5.7,6.42,No
68,6.7,6.3,8.8,5.61,Yes
54,3.9,6.2,5.5,4.41,No
65,3.5,1.7,6.8,5.66,No
88,1.8,1.5,6.7,5.97,No
55,4.6,2.3,7.9,5.18,No
41,3.3,3.8,7.8,5.58,No
61,6.5,2.3,8.7,,No
76,5.6,3.3,6.8,8.3,No
87,3.2,3.2,7.7,5.83,Yes
73,3.5,4.1,5.7,6.5,No
64,3.0,3.6,5.7,7.16,No
48,1.5,4.7,7.4,4.66,Yes
62,4.2,3.1,7.1,6.39,No
41,2.7,4.9,8.2,3.81,No
86,6.2,0.7,6.4,6.03,Yes
53,3.1,2.9,6.6,4.58,No
58,1.1,4.1,5.0,4.88,No
51,3.7,3.3,8.0,4.77,No
67,4.3,0.9,6.4,6.89,Yes
74,3.8,1.7,4.4,6.74,No
86,3.5,2.2,8.5,6.47,Yes
68,2.8,,8.0,5.79,Yes
59,3.4,3.5,,5.97,No
84,3.3,1.8,6.6,6.34,Yes
75,1.3,5.0,9.0,4.6,No
69,6.0,,7.9,7.84,Yes
63,3.5,2.0,6.7,,No
56,3.0,5.0,5.9,6.3,No
79,5.5,3.3,7.7,6.19,No
69,0.9,2.1,6.6,,No
47,6.4,4.3,6.4,5.61,No
66,1.8,2.1,6.4,5.1,No
83,5.2,4.2,9.9,5.53,No
100,1.5,2.9,7.5,7.51,No
66,1.7,0.6,5.1,6.37,Yes
81,3.9,2.8,5.6,6.87,No
63,3.3,6.8,7.5,3.96,No
71,1.6,6.1,4.8,5.13,No
74,1.7,4.7,7.0,6.33,No
91,2.4,6.0,5.4,5.27,No
86,4.6,3.6,5.7,5.81,Yes
79,3.4,4.2,6.7,5.76,No
57,3.8,3.4,6.2,5.4,No
77,2.2,2.2,4.4,5.52,No
92,3.7,2.0,6.3,6.83,No
78,0.9,4.6,7.3,4.75,No
80,1.7,1.2,7.0,6.22,No
72,4.4,2.7,8.1,5.2,No
65,3.5,4.8,5.2,5.9,No
78,,6.1,7.2,5.34,No
66,4.0,5.0,6.3,6.71,No
46,1.1,2.2,6.2,5.47,No
90,4.2,3.7,7.0,6.51,No
80,1.0,2.4,5.9,5.19,Yes
40,4.0,3.5,5.7,4.7,No
33,2.6,5.1,5.6,4.58,No
67,2.0,1.8,6.6,,Yes
79,3.0,3.2,6.6,6.1,Yes
60,1.2,0.0,6.0,5.13,No
56,2.5,2.9,7.6,5.84,No
67,0.0,3.6,6.3,4.22,No
67,4.6,2.1,9.0,5.73,Yes
66,3.4,0.7,8.3,5.74,Yes
52,,2.4,3.8,3.57,Yes
72,3.7,1.4,5.3,5.76,No
70,1.3,7.4,6.0,4.34,No
47,2.6,3.2,8.2,5.07,No
77,3.9,5.0,3.1,5.95,Yes
64,1.7,1.9,4.5,4.85,No
58,4.8,2.1,7.3,6.75,Yes
72,2.7,1.5,7.8,6.55,Yes
65,0.3,3.9,5.6,4.61,No
64,3.4,2.2,6.3,5.68,No
57,2.5,3.6,6.0,4.77,No
74,6.0,3.4,8.4,6.94,Yes
87,2.6,4.1,8.3,4.48,No
68,4.3,2.5,4.5,5.87,Yes
59,2.4,2.9,5.9,5.95,No
83,0.6,6.6,6.0,3.64,No
71,3.4,1.6,7.3,6.07,Yes
49,3.5,3.6,8.9,6.35,No
73,4.4,3.6,6.1,5.83,No
59,0.4,2.8,7.4,4.89,No
81,3.7,1.2,5.1,6.63,Yes
40,3.6,2.1,6.5,4.63,No
68,3.5,2.7,7.5,5.22,No
86,0.0,2.8,6.8,4.61,No
64,4.5,2.0,7.1,6.41,Yes
67,1.4,,8.4,5.82,No
59,4.4,3.8,9.4,5.94,No
67,5.6,1.4,7.1,6.59,Yes
48,4.2,3.3,8.1,5.57,Yes
51,3.4,3.4,8.4,6.22,No
50,2.7,3.2,9.2,4.92,No
91,3.2,5.1,5.8,5.12,Yes
47,1.5,5.2,3.4,4.43,No
57,3.6,4.2,7.3,5.18,No
46,2.7,4.8,8.1,4.57,No
92,1.3,4.2,6.6,4.8,No
